Časová značka,Pohlaví,Věk,Mateřský jazyk,Ptáci [Kur domácí (slepice)],Ptáci [Vrána],Ptáci [Holubice],Ptáci [Kachna],Ptáci [Plameňák],Ptáci [Racek],Ptáci [Jestřáb],Ptáci [Kiwi],Ptáci [Skřivan],Ptáci [Pštros],Ptáci [Andulka],Ptáci [Tučňák],Ptáci [Bažant],Ptáci [Nandu],Ptáci [Zoboun],Ptáci [Chaluha],Ptáci [Vrabec],Ptáci [Labuť],Ptáci [Sup],Ptáci [Střízlík],Savci [Hrabáč],Savci [Antilopa],Savci [Medvěd],Savci [Kanec],Savci [Buvol],Savci [Tur domácí (kráva)],Savci [Morče],Savci [Gepard],Savci [Jelen],Savci [Delfín],Savci [Slon],Savci [Kaloň],Savci [Žirafa],Savci [Koza],Savci [Gorila],Savci [Křeček],Savci [Zajíc],Savci [Leopard],Savci [Lev],Savci [Rys],Savci [Norek],Savci [Krtek],Savci [Mangusta],Savci [Vačice],Savci [Přímorožec],Savci [Ptakopysk],Savci [Tchoř],Savci [Poník],Savci [Sviňucha],Savci [Puma],Savci [Kočka],Savci [Mýval],Savci [Sob],Savci [Tuleň],Savci [Lachtan],Savci [Veverka],Savci [Upír],Savci [Hraboš],Savci [Klokan],Savci [Vlk],Ryby [Okoun],Ryby [Kapr],Ryby [Sumec],Ryby [Tloušť],Ryby [Ostroun],Ryby [Treska],Ryby [Sleď],Ryby [Štika],Ryby [Piraňa],Ryby [Mořský koník],Ryby [Jazyk],Ryby [Rejnok],Ryby [Tuňák]
4.2.2021 11:45:20,Muž,21,Slovenština,4,4,3,4,1 (nejméně typické),1 (nejméně typické),2,1 (nejméně typické),,1 (nejméně typické),4,1 (nejméně typické),2,,,,4,3,1 (nejméně typické),,,1 (nejméně typické),4,1 (nejméně typické),1 (nejméně typické),3,2,1 (nejméně typické),4,1 (nejméně typické),1 (nejméně typické),,1 (nejméně typické),4,1 (nejméně typické),2,4,1 (nejméně typické),1 (nejméně typické),2,,4,1 (nejméně typické),1 (nejméně typické),,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),4,1 (nejméně typické),4,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),4,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),4,,4,2,,,1 (nejméně typické),1 (nejméně typické),4,1 (nejméně typické),1 (nejméně typické),,,1 (nejméně typické)
4.2.2021 11:57:41,Muž,21,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,3,4,4,2,5 (nejvíce typické),2,5 (nejvíce typické),3,3,2,2,3,5 (nejvíce typické),3,3,2,4,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),2,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),4,4,3,3,3,3,1 (nejméně typické),4,5 (nejvíce typické),2,3,5 (nejvíce typické),4,4,3,3,5 (nejvíce typické),2,4,3,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,3,4,4,5 (nejvíce typické),2,1 (nejméně typické),2,3,5 (nejvíce typické)
4.2.2021 12:19:19,Muž,20,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),2,4,3,,1 (nejméně typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,4,3,4,4,5 (nejvíce typické),3,3,3,4,4,3,4,5 (nejvíce typické),5 (nejvíce typické),3,3,4,3,3,3,3,,3,4,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),,4,5 (nejvíce typické)
4.2.2021 12:30:33,Žena,20,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,4,3,4,,,,5 (nejvíce typické),5 (nejvíce typické),3,3,,4,5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,4,,5 (nejvíce typické),4,4,5 (nejvíce typické),4,4,4,4,3,2,,2,,1 (nejméně typické),4,5 (nejvíce typické),,4,5 (nejvíce typické),4,4,2,2,2,,2,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),,2,5 (nejvíce typické)
4.2.2021 12:37:37,Muž,26,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,3,5 (nejvíce typické),2,3,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),2,,,,3,,,,,,1 (nejméně typické),5 (nejvíce typické),,,,1 (nejméně typické),,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),,1 (nejméně typické),,,,1 (nejméně typické),,,,1 (nejméně typické),1 (nejméně typické),,1 (nejméně typické),,3,5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,2,,5 (nejvíce typické),5 (nejvíce typické),3,,5 (nejvíce typické),5 (nejvíce typické)
4.2.2021 12:42:18,Muž,21,Slovenština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,,4,5 (nejvíce typické),2,4,2,,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,3,5 (nejvíce typické),4,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),4,3,5 (nejvíce typické),3,4,3,2,2,,3,,1 (nejméně typické),3,2,,3,5 (nejvíce typické),2,2,2,2,4,1 (nejméně typické),3,3,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,,,5 (nejvíce typické)
4.2.2021 12:44:10,Muž,23,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,4,3,1 (nejméně typické),5 (nejvíce typické),3,4,2,3,,,,5 (nejvíce typické),3,3,,,3,4,4,2,4,3,3,4,2,3,1 (nejméně typické),4,4,4,4,4,3,4,3,3,3,,2,,2,2,4,,3,5 (nejvíce typické),3,4,3,2,4,1 (nejméně typické),4,,4,4,5 (nejvíce typické),4,,,4,3,4,3,1 (nejméně typické),,1 (nejméně typické),5 (nejvíce typické)
4.2.2021 13:35:00,Muž,30,Čeština,2,5 (nejvíce typické),5 (nejvíce typické),2,4,4,4,4,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),3,,,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,,5 (nejvíce typické),,1 (nejméně typické),4,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,1 (nejméně typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,3,1 (nejméně typické)
4.2.2021 13:40:49,Žena,24,Čeština,2,4,5 (nejvíce typické),3,2,4,3,2,5 (nejvíce typické),2,5 (nejvíce typické),2,2,1 (nejméně typické),3,1 (nejméně typické),5 (nejvíce typické),2,1 (nejméně typické),5 (nejvíce typické),2,2,5 (nejvíce typické),3,4,5 (nejvíce typické),3,2,3,5 (nejvíce typické),3,,1 (nejméně typické),5 (nejvíce typické),4,2,4,3,4,3,2,2,,5 (nejvíce typické),,2,2,3,,3,4,2,3,2,2,2,4,2,3,3,3,5 (nejvíce typické),3,,,4,4,5 (nejvíce typické),4,2,,3,5 (nejvíce typické)
4.2.2021 13:44:47,Žena,20,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),3,2,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),4,1 (nejméně typické),4,1 (nejméně typické),3,1 (nejméně typické),,4,4,3,4,,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),4,1 (nejméně typické),2,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,,2,,1 (nejméně typické),3,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,,,4,4,4,3,1 (nejméně typické),,1 (nejméně typické),5 (nejvíce typické)
4.2.2021 13:50:35,Muž,38,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,3,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,5 (nejvíce typické),2,4,,,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,1 (nejméně typické),4,2,3,,1 (nejméně typické),3,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,1 (nejméně typické),5 (nejvíce typické),,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),3
4.2.2021 14:25:23,Muž,20,Čeština,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),2,4,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),3,3,4,3,,,,5 (nejvíce typické),4,4,1 (nejméně typické),,3,5 (nejvíce typické),3,2,5 (nejvíce typické),3,3,4,4,4,,4,5 (nejvíce typické),2,4,4,2,4,3,,4,,1 (nejméně typické),,2,1 (nejméně typické),3,,4,5 (nejvíce typické),3,3,2,2,4,,1 (nejméně typické),3,4,1 (nejméně typické),5 (nejvíce typické),4,1 (nejméně typické),1 (nejméně typické),4,2,5 (nejvíce typické),5 (nejvíce typické),2,1 (nejméně typické),3,4
4.2.2021 14:41:29,Muž,19,Čeština,5 (nejvíce typické),3,3,5 (nejvíce typické),2,4,3,3,4,2,5 (nejvíce typické),4,5 (nejvíce typické),,,,5 (nejvíce typické),3,2,,4,4,4,4,3,5 (nejvíce typické),4,3,3,3,4,2,5 (nejvíce typické),4,4,5 (nejvíce typické),4,4,4,3,2,4,3,4,1 (nejméně typické),1 (nejméně typické),3,2,2,2,5 (nejvíce typické),3,3,4,3,4,1 (nejméně typické),4,4,3,3,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),2,3,4,4,3,2,1 (nejméně typické),3,4
4.2.2021 14:44:47,Muž,20,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,5 (nejvíce typické),2,4,3,3,1 (nejméně typické),5 (nejvíce typické),4,4,4,3,3,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),3,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),3,3,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),3,3,3,3,3,1 (nejméně typické),3,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické)
4.2.2021 14:53:49,Muž,39,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,4,5 (nejvíce typické),4,5 (nejvíce typické),4,4,3,,,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,4,,2,5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),2,1 (nejméně typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,,4,5 (nejvíce typické),5 (nejvíce typické),4,2,,3,5 (nejvíce typické)
4.2.2021 14:54:05,Muž,21,Čeština,4,4,4,4,3,5 (nejvíce typické),4,3,5 (nejvíce typické),2,4,2,3,2,,4,5 (nejvíce typické),4,3,,,4,3,4,4,5 (nejvíce typické),4,4,4,3,3,3,3,4,3,4,3,3,4,4,,2,,1 (nejméně typické),3,1 (nejméně typické),3,4,2,3,4,4,3,3,2,3,,3,2,4,4,5 (nejvíce typické),4,,,3,3,4,4,2,,2,3
4.2.2021 14:59:48,Žena,19,Čeština,4,5 (nejvíce typické),3,4,3,4,2,3,5 (nejvíce typické),2,5 (nejvíce typické),1 (nejméně typické),3,,,,5 (nejvíce typické),3,5 (nejvíce typické),,,3,4,1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),2,3,1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),2,4,3,,2,,2,3,4,,2,5 (nejvíce typické),4,3,2,2,3,,3,4,5 (nejvíce typické),4,5 (nejvíce typické),4,,,4,3,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,1 (nejméně typické),4
4.2.2021 15:16:12,Žena,21,Slovenština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,3,5 (nejvíce typické),4,5 (nejvíce typické),3,4,,,,5 (nejvíce typické),5 (nejvíce typické),4,,3,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),4,1 (nejméně typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,4,4,1 (nejméně typické),4,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),4,4,3,4,5 (nejvíce typické),1 (nejméně typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,,5 (nejvíce typické)
4.2.2021 16:12:02,Muž,21,Čeština,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,4,3,2,3,3,4,4,5 (nejvíce typické),,2,,5 (nejvíce typické),4,3,,,3,5 (nejvíce typické),4,2,5 (nejvíce typické),3,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),4,3,5 (nejvíce typické),3,5 (nejvíce typické),3,2,5 (nejvíce typické),,3,,4,3,3,2,4,5 (nejvíce typické),5 (nejvíce typické),3,3,3,5 (nejvíce typické),,,5 (nejvíce typické),4,3,4,4,,,3,3,4,5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),3
4.2.2021 16:34:53,Žena,36,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),3,5 (nejvíce typické),2,4,3,,,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,2,2,4
4.2.2021 16:36:11,Muž,21,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),4,2,4,2,5 (nejvíce typické),3,3,,,,5 (nejvíce typické),5 (nejvíce typické),4,,,4,2,2,3,5 (nejvíce typické),1 (nejméně typické),4,3,2,3,,3,3,5 (nejvíce typické),1 (nejméně typické),2,4,3,2,,2,,1 (nejméně typické),,1 (nejméně typické),1 (nejméně typické),2,,4,4,2,3,1 (nejméně typické),1 (nejméně typické),2,,1 (nejméně typické),2,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,4,5 (nejvíce typické)
4.2.2021 17:08:01,Muž,21,Čeština,5 (nejvíce typické),5 (nejvíce typické),3,3,2,3,4,1 (nejméně typické),2,3,4,3,4,1 (nejméně typické),1 (nejméně typické),2,3,4,4,3,1 (nejméně typické),3,4,4,2,5 (nejvíce typické),3,4,5 (nejvíce typické),4,4,1 (nejméně typické),3,5 (nejvíce typické),4,3,5 (nejvíce typické),4,4,4,2,5 (nejvíce typické),1 (nejméně typické),3,1 (nejméně typické),2,2,3,1 (nejméně typické),4,5 (nejvíce typické),2,4,3,3,5 (nejvíce typické),3,2,4,5 (nejvíce typické),4,5 (nejvíce typické),4,1 (nejméně typické),2,4,2,5 (nejvíce typické),4,3,2,3,4
4.2.2021 17:13:00,Muž,22,Čeština,4,5 (nejvíce typické),4,3,2,3,4,,3,3,4,2,3,,,,5 (nejvíce typické),3,2,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,2,,2,,3,5 (nejvíce typické),3,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,2,3,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,,4,4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,3,5 (nejvíce typické)
4.2.2021 17:28:25,Muž,20,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),3,2,3,4,2,3,2,4,2,2,2,,,5 (nejvíce typické),4,3,,,2,3,3,2,5 (nejvíce typické),4,3,4,4,4,,2,5 (nejvíce typické),3,3,4,3,3,3,2,3,,2,,1 (nejméně typické),2,4,,3,5 (nejvíce typické),2,3,2,2,2,1 (nejméně typické),3,4,4,2,5 (nejvíce typické),4,,2,3,3,3,4,2,,3,5 (nejvíce typické)
4.2.2021 17:39:02,Muž,22,Čeština,2,3,4,3,2,4,2,,3,2,4,1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),,5 (nejvíce typické),3,2,1 (nejméně typické),,2,3,3,2,5 (nejvíce typické),3,3,4,5 (nejvíce typické),2,,4,4,4,3,3,3,4,2,2,3,1 (nejméně typické),2,,1 (nejméně typické),2,3,,2,5 (nejvíce typické),2,2,3,2,3,1 (nejméně typické),3,5 (nejvíce typické),4,3,5 (nejvíce typické),4,,,4,3,5 (nejvíce typické),3,4,,2,2
4.2.2021 18:18:35,Muž,22,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,4,3,4,3,4,2,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),4,3,3,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,3,1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),3,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),2,1 (nejméně typické),4,2,4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),2,1 (nejméně typické),2,1 (nejméně typické)
4.2.2021 18:20:39,Žena,23,Čeština,4,4,5 (nejvíce typické),4,3,4,3,1 (nejméně typické),3,3,3,1 (nejméně typické),3,1 (nejméně typické),,,5 (nejvíce typické),4,4,2,,3,5 (nejvíce typické),3,3,5 (nejvíce typické),4,3,4,1 (nejméně typické),3,1 (nejméně typické),3,5 (nejvíce typické),4,4,4,4,5 (nejvíce typické),3,2,3,2,2,2,2,2,3,,3,5 (nejvíce typické),3,4,2,2,4,1 (nejméně typické),4,2,5 (nejvíce typické),4,5 (nejvíce typické),4,,,4,1 (nejméně typické),4,2,1 (nejméně typické),,2,3
4.2.2021 19:47:53,Muž,21,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,3,4,4,2,5 (nejvíce typické),2,5 (nejvíce typické),3,3,2,2,3,5 (nejvíce typické),3,3,2,4,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),2,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),4,4,3,3,3,3,1 (nejméně typické),4,5 (nejvíce typické),2,3,5 (nejvíce typické),4,4,3,3,5 (nejvíce typické),2,4,3,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,3,4,4,5 (nejvíce typické),2,1 (nejméně typické),2,3,5 (nejvíce typické)
4.2.2021 20:12:45,Žena,20,Slovenština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),3,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,3,5 (nejvíce typické)
4.2.2021 20:39:46,Muž,29,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,5 (nejvíce typické),3,5 (nejvíce typické),,,,5 (nejvíce typické),4,5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),,,,2,5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),4,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,,1 (nejméně typické),5 (nejvíce typické)
